/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/03bSnISJMiM/11.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/03bSnISJMiM/11.wav,-0.5
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/03bSnISJMiM/10.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/03bSnISJMiM/10.wav,-1.2
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/03bSnISJMiM/13.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/03bSnISJMiM/13.wav,1.8
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/03bSnISJMiM/12.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/03bSnISJMiM/12.wav,2.2
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/03bSnISJMiM/1.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/03bSnISJMiM/1.wav,2.4
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/03bSnISJMiM/3.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/03bSnISJMiM/3.wav,-1
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/03bSnISJMiM/2.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/03bSnISJMiM/2.wav,-0.8
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/03bSnISJMiM/5.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/03bSnISJMiM/5.wav,0
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/03bSnISJMiM/4.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/03bSnISJMiM/4.wav,-1.75
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/03bSnISJMiM/7.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/03bSnISJMiM/7.wav,0.8
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/03bSnISJMiM/6.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/03bSnISJMiM/6.wav,0
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/03bSnISJMiM/9.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/03bSnISJMiM/9.wav,0.2
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/03bSnISJMiM/8.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/03bSnISJMiM/8.wav,0
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/0h-zjBukYpk/24.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/0h-zjBukYpk/24.wav,2.6
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/0h-zjBukYpk/25.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/0h-zjBukYpk/25.wav,2.2
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/0h-zjBukYpk/20.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/0h-zjBukYpk/20.wav,0.6
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/0h-zjBukYpk/21.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/0h-zjBukYpk/21.wav,2
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/0h-zjBukYpk/22.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/0h-zjBukYpk/22.wav,1.8
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/0h-zjBukYpk/23.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/0h-zjBukYpk/23.wav,2.6
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/0h-zjBukYpk/1.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/0h-zjBukYpk/1.wav,-0.4
/data/home/chenqian/CMU_MOSI/CMU-MOSI/Raw/0h-zjBukYpk/3.mp4,/data/home/chenqian/CMU_MOSI/CMU-MOSI/audio_16k/0h-zjBukYpk/3.wav,-0.2
